#timestamp [ns],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [],p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
40498499329460,0.0023896396,0.0057982355,-0.0591577291,-0.7658044696,0.6420764327,0.0185451526,-0.0306190271,-0.0000000298,0.0000000671,0.0000000298,-1.0000000000,0.0000001490,0.0000000298,0.0000000447,0.0290820897,-0.0087868832,-0.0228178501,-0.5400638580,-0.2457061112,0.1978874952,0.7802565098,0.0495269895,-0.0102731846,-0.0502389967,-0.5668853521,-0.1751611531,0.0972387493,0.7990645766,0.0601955354,-0.0090921223,-0.0753869414,-0.5894825459,-0.0674594492,-0.0520000756,0.8032780886,0.0611559153,-0.0057649985,-0.0954937339,-0.5894825459,-0.0674594492,-0.0520000756,0.8032780886,0.0148727596,0.0000000633,-0.0302595496,-0.9916049242,-0.0838347897,0.0921540782,-0.0346274562,0.0251350701,0.0100123882,-0.0864531398,-0.9346640706,-0.2582250535,0.2416861802,-0.0362037569,0.0390526950,0.0260868073,-0.1105489135,-0.9103251696,-0.3340438008,0.2379007787,-0.0559121110,0.0471064150,0.0390038490,-0.1240531504,-0.9684789777,0.0482244194,0.2408344299,0.0414930582,0.0553068221,0.0369932204,-0.1396449506,-0.9684789777,0.0482244194,0.2408344299,0.0414930582,0.0030436814,0.0008787625,-0.0312577188,-0.9955221415,-0.0874890387,-0.0085375011,-0.0347643346,0.0017355084,0.0107177496,-0.0870576501,-0.9589230418,-0.2621019781,0.1062522084,-0.0219008308,0.0085700452,0.0287490636,-0.1169137955,-0.9468408823,-0.3028584421,0.1052186638,-0.0264232457,0.0125592053,0.0413553342,-0.1342077851,-0.9829736352,0.1483025104,0.1060277894,0.0229629297,0.0162821114,0.0358823985,-0.1514437497,-0.9829736352,0.1483025104,0.1060277894,0.0229629297,-0.0055907071,0.0004393943,-0.0300197005,-0.9911361933,-0.0902612358,-0.0911264718,-0.0346111357,-0.0151152313,0.0092365704,-0.0793070793,-0.9723538160,-0.2327712923,0.0148339868,-0.0112030059,-0.0143559277,0.0237909593,-0.1079398394,-0.9932949543,-0.1141040921,0.0160740316,-0.0093370974,-0.0137650073,0.0282917470,-0.1272423863,-0.9580395818,0.2860327065,0.0184515137,-0.0022574367,-0.0131625831,0.0192833170,-0.1409806311,-0.9580395818,0.2860327065,0.0184515137,-0.0022574367,-0.0132595003,-0.0004392900,-0.0266885161,-0.9789645672,-0.0852914378,-0.1821674854,-0.0341861062,-0.0298230648,0.0066219382,-0.0686832666,-0.9722360373,-0.2328646183,-0.0217998922,0.0074813664,-0.0307740867,0.0176986046,-0.0904539526,-0.9983304739,-0.0529625453,-0.0227942485,0.0034102204,-0.0314730108,0.0193380527,-0.1058316827,-0.9193704724,0.3927172422,-0.0219620485,-0.0069912905,-0.0319561064,0.0093360692,-0.1153929532,-0.9193704724,0.3927172422,-0.0219620485,-0.0069912905
40498506120523,0.0023896694,0.0057981461,-0.0591577590,-0.7658044696,0.6420763731,0.0185451806,-0.0306189805,0.0000000000,0.0000000456,0.0000000298,-1.0000000000,0.0000000596,-0.0000000298,0.0000000373,0.0290821791,-0.0087869195,-0.0228179395,-0.5400637984,-0.2457061112,0.1978875101,0.7802563906,0.0495270789,-0.0102732256,-0.0502389967,-0.5668854117,-0.1751611978,0.0972387567,0.7990645766,0.0601956248,-0.0090922117,-0.0753869712,-0.5894825459,-0.0674595013,-0.0520001054,0.8032780886,0.0611560345,-0.0057650581,-0.0954937339,-0.5894825459,-0.0674595013,-0.0520001054,0.8032780886,0.0148728490,-0.0000000019,-0.0302595794,-0.9916049242,-0.0838348791,0.0921540335,-0.0346275568,0.0251351595,0.0100123361,-0.0864531696,-0.9346640706,-0.2582250834,0.2416861653,-0.0362038314,0.0390528440,0.0260867104,-0.1105489433,-0.9103250504,-0.3340438008,0.2379008681,-0.0559121817,0.0471065044,0.0390037969,-0.1240531504,-0.9684789777,0.0482243747,0.2408344895,0.0414930284,0.0553069115,0.0369931683,-0.1396449804,-0.9684789777,0.0482243747,0.2408344895,0.0414930284,0.0030437708,0.0008787122,-0.0312577784,-0.9955221415,-0.0874890238,-0.0085374415,-0.0347643122,0.0017355680,0.0107176490,-0.0870576799,-0.9589230418,-0.2621019781,0.1062522605,-0.0219008345,0.0085701346,0.0287489742,-0.1169138253,-0.9468408823,-0.3028584421,0.1052188277,-0.0264233351,0.0125593543,0.0413552746,-0.1342078745,-0.9829736948,0.1483024359,0.1060278416,0.0229628757,0.0162821412,0.0358823091,-0.1514437795,-0.9829736948,0.1483024359,0.1060278416,0.0229628757,-0.0055906773,0.0004393458,-0.0300197005,-0.9911361933,-0.0902612805,-0.0911264718,-0.0346111879,-0.0151151419,0.0092365444,-0.0793071389,-0.9723538160,-0.2327713072,0.0148340445,-0.0112030646,-0.0143558681,0.0237909146,-0.1079398692,-0.9932948947,-0.1141041741,0.0160739738,-0.0093371654,-0.0137649179,0.0282916799,-0.1272424161,-0.9580395818,0.2860327363,0.0184516907,-0.0022573844,-0.0131624937,0.0192832276,-0.1409806609,-0.9580395818,0.2860327363,0.0184516907,-0.0022573844,-0.0132594407,-0.0004393533,-0.0266886055,-0.9789646864,-0.0852914676,-0.1821674109,-0.0341861770,-0.0298230052,0.0066218898,-0.0686832964,-0.9722360373,-0.2328645438,-0.0217997730,0.0074813068,-0.0307739973,0.0176985301,-0.0904539824,-0.9983305335,-0.0529625416,-0.0227941871,0.0034101754,-0.0314729810,0.0193379931,-0.1058317423,-0.9193704724,0.3927172422,-0.0219618380,-0.0069912672,-0.0319560468,0.0093360133,-0.1153929532,-0.9193704724,0.3927172422,-0.0219618380,-0.0069912672
40498512076312,0.0023896694,0.0057981089,-0.0591576993,-0.7658045888,0.6420763135,0.0185452718,-0.0306189694,-0.0000000298,-0.0000000224,0.0000000000,-1.0000000000,-0.0000000261,0.0000000298,-0.0000000149,0.0290821493,-0.0087869838,-0.0228179395,-0.5400637984,-0.2457061559,0.1978874356,0.7802564502,0.0495269597,-0.0102732480,-0.0502390265,-0.5668854117,-0.1751613170,0.0972386599,0.7990645766,0.0601955950,-0.0090922490,-0.0753869712,-0.5894825459,-0.0674595535,-0.0520001650,0.8032779694,0.0611559451,-0.0057650432,-0.0954937041,-0.5894825459,-0.0674595535,-0.0520001650,0.8032779694,0.0148727894,-0.0000000373,-0.0302596390,-0.9916049242,-0.0838349909,0.0921540558,-0.0346276090,0.0251350701,0.0100122541,-0.0864531994,-0.9346640706,-0.2582252324,0.2416861504,-0.0362038538,0.0390526950,0.0260866880,-0.1105489433,-0.9103250504,-0.3340438902,0.2379008234,-0.0559121817,0.0471064150,0.0390038043,-0.1240531802,-0.9684789777,0.0482242852,0.2408345342,0.0414930135,0.0553068221,0.0369931459,-0.1396450102,-0.9684789777,0.0482242852,0.2408345342,0.0414930135,0.0030436814,0.0008786693,-0.0312577486,-0.9955220819,-0.0874891207,-0.0085374126,-0.0347643681,0.0017355084,0.0107176453,-0.0870576799,-0.9589229822,-0.2621020675,0.1062523127,-0.0219008625,0.0085701048,0.0287489593,-0.1169138551,-0.9468408227,-0.3028585613,0.1052187383,-0.0264233127,0.0125592053,0.0413552746,-0.1342077851,-0.9829736948,0.1483023316,0.1060277373,0.0229628626,0.0162820518,0.0358823463,-0.1514437497,-0.9829736948,0.1483023316,0.1060277373,0.0229628626,-0.0055907071,0.0004393160,-0.0300196707,-0.9911362529,-0.0902613774,-0.0911263525,-0.0346112326,-0.0151152015,0.0092364624,-0.0793071091,-0.9723538160,-0.2327714264,0.0148340464,-0.0112030879,-0.0143559277,0.0237908661,-0.1079398394,-0.9932948947,-0.1141042337,0.0160740931,-0.0093371654,-0.0137649775,0.0282916203,-0.1272424459,-0.9580395818,0.2860326171,0.0184516311,-0.0022573918,-0.0131625533,0.0192832202,-0.1409806311,-0.9580395818,0.2860326171,0.0184516311,-0.0022573918,-0.0132595301,-0.0004393831,-0.0266885459,-0.9789645672,-0.0852915794,-0.1821674705,-0.0341862068,-0.0298230946,0.0066218525,-0.0686833560,-0.9722360373,-0.2328646630,-0.0217998624,0.0074813142,-0.0307740867,0.0176984742,-0.0904540122,-0.9983304739,-0.0529626645,-0.0227941256,0.0034101135,-0.0314730108,0.0193379372,-0.1058317125,-0.9193704724,0.3927170932,-0.0219618995,-0.0069913124,-0.0319561064,0.0093359798,-0.1153929830,-0.9193704724,0.3927170932,-0.0219618995,-0.0069913124
40498519436674,0.0006856620,0.0056411177,-0.0590929687,-0.7642125487,0.6428568959,-0.0028828534,-0.0520187803,0.0000000298,0.0000000149,-0.0000000298,-1.0000000000,0.0000000447,0.0000000075,0.0000000149,0.0290821940,-0.0087869167,-0.0228179693,-0.5589842200,-0.2184585035,0.2023388445,0.7738679647,0.0484025180,-0.0111471117,-0.0509830862,-0.5848194361,-0.1348096281,0.0875988379,0.7950717211,0.0570654422,-0.0106444359,-0.0769124627,-0.6000524163,-0.0111583779,-0.0784455463,0.7960270047,0.0555071086,-0.0078231096,-0.0970591158,-0.6000524163,-0.0111583779,-0.0784455463,0.7960270047,0.0148728490,-0.0000000149,-0.0302596688,-0.9959411025,-0.0412293300,0.0720549524,-0.0347790048,0.0230300725,0.0050533414,-0.0874541253,-0.9615296125,-0.2004639059,0.1834005862,-0.0404883139,0.0338422954,0.0179189742,-0.1148450375,-0.9410339594,-0.2813896239,0.1792999953,-0.0559158362,0.0400687903,0.0291036665,-0.1306630820,-0.9749932885,0.1187985912,0.1866915822,0.0205264539,0.0464372933,0.0248602331,-0.1466578245,-0.9749932885,0.1187985912,0.1866915822,0.0205264539,0.0030437559,0.0008787364,-0.0312578082,-0.9949483871,-0.0858114436,-0.0388213098,-0.0347443298,-0.0016724169,0.0104035139,-0.0869281292,-0.9991424084,-0.0128155127,0.0222692341,-0.0324700996,-0.0001203865,0.0113651156,-0.1224231422,-0.9947420955,-0.0945409536,0.0195372254,-0.0341836587,0.0005850643,0.0154887736,-0.1437869370,-0.9723958969,0.2299913764,0.0294821039,-0.0260965973,0.0018653274,0.0072588623,-0.1602648199,-0.9723958969,0.2299913764,0.0294821039,-0.0260965973,-0.0055906326,0.0004393756,-0.0300197601,-0.9876348376,-0.0912622884,-0.1227161735,-0.0344889201,-0.0182650834,0.0091951489,-0.0786001384,-0.9679847360,-0.2418485582,-0.0664611012,-0.0098938048,-0.0225526690,0.0241958201,-0.1066863537,-0.9913087487,-0.1131020635,-0.0645949468,-0.0185055435,-0.0251751840,0.0285948813,-0.1258427352,-0.9526448250,0.2965685725,-0.0516333021,-0.0429996140,-0.0263731480,0.0192327797,-0.1393027157,-0.9526448250,0.2965685725,-0.0516333021,-0.0429996140,-0.0132594407,-0.0004393309,-0.0266886055,-0.9741365910,-0.0786653310,-0.2090753764,-0.0340175629,-0.0321160257,0.0059135556,-0.0678206086,-0.9709529877,-0.2148981243,-0.1051441208,0.0037255883,-0.0370680541,0.0161338449,-0.0894672871,-0.9943280220,-0.0155766467,-0.1037510708,-0.0174608547,-0.0402705297,0.0165573359,-0.1046071947,-0.8933297396,0.4369128644,-0.0845595300,-0.0626006871,-0.0416049063,0.0056029558,-0.1129685044,-0.8933297396,0.4369128644,-0.0845595300,-0.0626006871
40498526170275,0.0006856173,0.0056411326,-0.0590929538,-0.7642126083,0.6428568363,-0.0028827712,-0.0520187952,-0.0000000298,0.0000000000,-0.0000000298,-1.0000000000,0.0000000447,0.0000000224,-0.0000000596,0.0290821344,-0.0087869018,-0.0228179991,-0.5589842200,-0.2184585035,0.2023388296,0.7738678455,0.0484024733,-0.0111470968,-0.0509830713,-0.5848195553,-0.1348096132,0.0875989050,0.7950717211,0.0570653975,-0.0106444359,-0.0769124776,-0.6000524759,-0.0111583546,-0.0784455091,0.7960268855,0.0555070490,-0.0078230947,-0.0970591307,-0.6000524759,-0.0111583546,-0.0784455091,0.7960268855,0.0148727447,0.0000000000,-0.0302596688,-0.9959411025,-0.0412292480,0.0720549673,-0.0347790793,0.0230299979,0.0050533265,-0.0874541253,-0.9615296125,-0.2004638612,0.1834005564,-0.0404883884,0.0338422358,0.0179189444,-0.1148450375,-0.9410339594,-0.2813895643,0.1793000400,-0.0559159070,0.0400687307,0.0291036367,-0.1306630820,-0.9749932885,0.1187985763,0.1866916120,0.0205263961,0.0464372337,0.0248602331,-0.1466578245,-0.9749932885,0.1187985763,0.1866916120,0.0205263961,0.0030436963,0.0008787066,-0.0312578082,-0.9949483275,-0.0858114362,-0.0388212800,-0.0347443894,-0.0016724914,0.0104035437,-0.0869281143,-0.9991424084,-0.0128154242,0.0222692732,-0.0324701630,-0.0001204461,0.0113651454,-0.1224231422,-0.9947420359,-0.0945409089,0.0195372757,-0.0341837294,0.0005850345,0.0154888034,-0.1437869519,-0.9723958969,0.2299914062,0.0294821635,-0.0260966867,0.0018652827,0.0072588623,-0.1602648050,-0.9723958969,0.2299914062,0.0294821635,-0.0260966867,-0.0055907071,0.0004393607,-0.0300197601,-0.9876348376,-0.0912622511,-0.1227161065,-0.0344889984,-0.0182651579,0.0091951787,-0.0786001086,-0.9679846764,-0.2418485731,-0.0664610639,-0.0098938495,-0.0225527659,0.0241958201,-0.1066863537,-0.9913087487,-0.1131021008,-0.0645949468,-0.0185056198,-0.0251752362,0.0285948515,-0.1258427054,-0.9526448250,0.2965685725,-0.0516332611,-0.0429996699,-0.0263731927,0.0192327797,-0.1393027008,-0.9526448250,0.2965685725,-0.0516332611,-0.0429996699,-0.0132595152,-0.0004393607,-0.0266886353,-0.9741365910,-0.0786652714,-0.2090753615,-0.0340176225,-0.0321160927,0.0059135556,-0.0678206086,-0.9709529877,-0.2148980349,-0.1051441208,0.0037254991,-0.0370681509,0.0161338449,-0.0894673020,-0.9943280816,-0.0155765414,-0.1037510261,-0.0174609125,-0.0402705893,0.0165573061,-0.1046072096,-0.8933297396,0.4369129241,-0.0845594853,-0.0626007393,-0.0416049734,0.0056029558,-0.1129684895,-0.8933297396,0.4369129241,-0.0845594853,-0.0626007393
40498533298172,0.0009626746,0.0057938397,-0.0590885133,-0.7659782767,0.6410353780,0.0006515533,-0.0484823100,0.0000000298,0.0000000298,-0.0000000596,-1.0000000000,0.0000000745,-0.0000000447,0.0000000000,0.0290821791,-0.0087868869,-0.0228179693,-0.5472768545,-0.1924049109,0.2518076599,0.7746361494,0.0487236679,-0.0149330497,-0.0501777232,-0.5687829256,-0.1140942574,0.1411650181,0.8022100925,0.0581197441,-0.0175770074,-0.0757189691,-0.5798451304,0.0176426116,-0.0441234000,0.8133397698,0.0564901978,-0.0165300518,-0.0960296690,-0.5798451304,0.0176426116,-0.0441234000,0.8133397698,0.0148728192,0.0000000596,-0.0302596688,-0.9941623211,-0.0707141533,0.0737257004,-0.0347169004,0.0230894089,0.0084509850,-0.0870430171,-0.9436216950,-0.2451649159,0.2195698321,-0.0355151892,0.0358461738,0.0238208473,-0.1122169495,-0.9423509240,-0.2500053048,0.2193846554,-0.0366417766,0.0438871384,0.0337360799,-0.1280633360,-0.9316985607,0.2871680260,0.2054829001,0.0851412639,0.0498092771,0.0236276388,-0.1413727403,-0.9316985607,0.2871680260,0.2054829001,0.0851412639,0.0030437410,0.0008787513,-0.0312578380,-0.9949088693,-0.0883480683,-0.0338214673,-0.0347428955,-0.0011183918,0.0107089877,-0.0869192332,-0.9736008048,-0.2162237912,0.0702292696,-0.0204119850,0.0034282655,0.0257751346,-0.1187871993,-0.9726011753,-0.2206765711,0.0701351166,-0.0207331777,0.0061990470,0.0351832807,-0.1382223070,-0.9905988574,0.1156076118,0.0730371699,0.0037913620,0.0088544935,0.0309441984,-0.1559950560,-0.9905988574,0.1156076118,0.0730371699,0.0037913620,-0.0055906624,0.0004394352,-0.0300197750,-0.9868061543,-0.0912614912,-0.1292190403,-0.0344600230,-0.0189085454,0.0091649592,-0.0784331560,-0.9697515368,-0.2379701585,-0.0537888855,-0.0076775402,-0.0223777145,0.0239671171,-0.1067368388,-0.9980214834,-0.0316375941,-0.0510264039,-0.0186680257,-0.0244207308,0.0251815617,-0.1264230609,-0.9151098728,0.3995269835,-0.0380857550,-0.0387513377,-0.0250576288,0.0131121874,-0.1375665814,-0.9151098728,0.3995269835,-0.0380857550,-0.0387513377,-0.0132594630,-0.0004392862,-0.0266886503,-0.9737732410,-0.0570693612,-0.2176062614,-0.0340048820,-0.0328010470,0.0039629638,-0.0677558333,-0.9799091220,-0.1780322939,-0.0899031386,0.0002963096,-0.0371055454,0.0124933422,-0.0902561098,-0.9957746267,0.0187136978,-0.0881959498,-0.0174394846,-0.0398145467,0.0118688047,-0.1054851115,-0.8885312080,0.4499218464,-0.0718336701,-0.0540609695,-0.0409084111,0.0006914437,-0.1135820746,-0.8885312080,0.4499218464,-0.0718336701,-0.0540609695
40498540892257,0.0009626001,0.0057937801,-0.0590885431,-0.7659782767,0.6410353184,0.0006516799,-0.0484823510,-0.0000000373,0.0000000298,-0.0000000298,-1.0000000000,0.0000000745,0.0000000149,-0.0000000894,0.0290821344,-0.0087869167,-0.0228180289,-0.5472769141,-0.1924049854,0.2518077493,0.7746361494,0.0487235934,-0.0149330497,-0.0501777232,-0.5687830448,-0.1140943766,0.1411650777,0.8022099733,0.0581196845,-0.0175770223,-0.0757189691,-0.5798452497,0.0176425576,-0.0441233218,0.8133397102,0.0564901531,-0.0165300965,-0.0960296839,-0.5798452497,0.0176425576,-0.0441233218,0.8133397102,0.0148727596,0.0000000298,-0.0302596688,-0.9941623807,-0.0707141310,0.0737257749,-0.0347170234,0.0230893493,0.0084509850,-0.0870430171,-0.9436216950,-0.2451649159,0.2195699811,-0.0355153680,0.0358461291,0.0238208175,-0.1122169644,-0.9423508644,-0.2500053048,0.2193847895,-0.0366419256,0.0438870639,0.0337360799,-0.1280633509,-0.9316986203,0.2871679962,0.2054830492,0.0851412117,0.0498091877,0.0236275792,-0.1413727552,-0.9316986203,0.2871679962,0.2054830492,0.0851412117,0.0030436814,0.0008787513,-0.0312578380,-0.9949089289,-0.0883480906,-0.0338213891,-0.0347430110,-0.0011184365,0.0107089579,-0.0869192332,-0.9736008644,-0.2162237316,0.0702293143,-0.0204121172,0.0034281909,0.0257751048,-0.1187872291,-0.9726011753,-0.2206766158,0.0701351687,-0.0207332689,0.0061989576,0.0351832211,-0.1382223219,-0.9905989170,0.1156076044,0.0730372295,0.0037912875,0.0088543892,0.0309441984,-0.1559950411,-0.9905989170,0.1156076044,0.0730372295,0.0037912875,-0.0055907369,0.0004393756,-0.0300197899,-0.9868061543,-0.0912614092,-0.1292190105,-0.0344601162,-0.0189086124,0.0091648996,-0.0784331560,-0.9697515368,-0.2379702032,-0.0537888333,-0.0076776296,-0.0223777816,0.0239670575,-0.1067368686,-0.9980215430,-0.0316375494,-0.0510263294,-0.0186681300,-0.0244207904,0.0251815319,-0.1264230609,-0.9151098132,0.3995270133,-0.0380856469,-0.0387513787,-0.0250576809,0.0131121278,-0.1375666112,-0.9151098132,0.3995270133,-0.0380856469,-0.0387513787,-0.0132595375,-0.0004393160,-0.0266886353,-0.9737731814,-0.0570693091,-0.2176061869,-0.0340049975,-0.0328011215,0.0039629042,-0.0677558631,-0.9799091816,-0.1780322790,-0.0899031088,0.0002961904,-0.0371055976,0.0124933124,-0.0902561098,-0.9957746267,0.0187136978,-0.0881958827,-0.0174395591,-0.0398146063,0.0118687749,-0.1054851115,-0.8885312080,0.4499218166,-0.0718335286,-0.0540610030,-0.0409084707,0.0006913841,-0.1135821044,-0.8885312080,0.4499218166,-0.0718335286,-0.0540610030
40498548408499,0.0009626448,0.0057937801,-0.0590884387,-0.7659783959,0.6410352588,0.0006516278,-0.0484822690,0.0000000149,0.0000000000,0.0000000298,-1.0000000000,0.0000000149,0.0000000298,0.0000000000,0.0290821493,-0.0087869465,-0.0228178799,-0.5472767949,-0.1924050003,0.2518076897,0.7746362686,0.0487236530,-0.0149330497,-0.0501776338,-0.5687829256,-0.1140943915,0.1411650032,0.8022099733,0.0581197143,-0.0175770521,-0.0757188797,-0.5798451304,0.0176425520,-0.0441233851,0.8133397698,0.0564902127,-0.0165300965,-0.0960295796,-0.5798451304,0.0176425520,-0.0441233851,0.8133397698,0.0148727894,0.0000000000,-0.0302595943,-0.9941623807,-0.0707142055,0.0737258047,-0.0347169191,0.0230893940,0.0084509850,-0.0870429575,-0.9436216950,-0.2451649308,0.2195699960,-0.0355152339,0.0358461738,0.0238208175,-0.1122168303,-0.9423508048,-0.2500053942,0.2193847895,-0.0366418213,0.0438871235,0.0337360203,-0.1280632317,-0.9316985607,0.2871679366,0.2054829448,0.0851413086,0.0498092473,0.0236275494,-0.1413726509,-0.9316985607,0.2871679366,0.2054829448,0.0851413086,0.0030437112,0.0008787215,-0.0312577486,-0.9949088693,-0.0883481503,-0.0338213593,-0.0347429067,-0.0011183769,0.0107089281,-0.0869191438,-0.9736007452,-0.2162238061,0.0702293515,-0.0204120409,0.0034282357,0.0257751048,-0.1187871099,-0.9726012349,-0.2206765860,0.0701352209,-0.0207331777,0.0061989874,0.0351832211,-0.1382222176,-0.9905988574,0.1156075820,0.0730372146,0.0037913620,0.0088544935,0.0309441686,-0.1559949517,-0.9905988574,0.1156075820,0.0730372146,0.0037913620,-0.0055906773,0.0004393458,-0.0300197005,-0.9868060946,-0.0912614688,-0.1292189807,-0.0344600342,-0.0189085752,0.0091648698,-0.0784330666,-0.9697515368,-0.2379701734,-0.0537888147,-0.0076775406,-0.0223777443,0.0239670873,-0.1067367643,-0.9980214834,-0.0316376500,-0.0510263070,-0.0186680239,-0.0244207606,0.0251814723,-0.1264229864,-0.9151098728,0.3995269537,-0.0380856767,-0.0387513041,-0.0250576586,0.0131120980,-0.1375665069,-0.9151098728,0.3995269537,-0.0380856767,-0.0387513041,-0.0132595003,-0.0004393458,-0.0266885757,-0.9737732410,-0.0570694394,-0.2176062018,-0.0340049006,-0.0328010693,0.0039629042,-0.0677557588,-0.9799091220,-0.1780323833,-0.0899030939,0.0002962798,-0.0371055603,0.0124933422,-0.0902560353,-0.9957746863,0.0187136233,-0.0881958455,-0.0174394846,-0.0398145542,0.0118687451,-0.1054850221,-0.8885312676,0.4499218166,-0.0718335658,-0.0540609471,-0.0409084409,0.0006913841,-0.1135820150,-0.8885312676,0.4499218166,-0.0718335658,-0.0540609471
