final_x, final_y, final_z, guessed_x, guessed_y, guessed_z
-0.047935, -0.116777, -0.241400, -0.199216, -0.113029, -0.198950
-0.048156, -0.115425, -0.242344, -0.197743, -0.110328, -0.200072
-0.047971, -0.114175, -0.243427, -0.195824, -0.109204, -0.198602
-0.048652, -0.112327, -0.242552, -0.193837, -0.107299, -0.191393
-0.050601, -0.109976, -0.242634, -0.192075, -0.104663, -0.186919
-0.050633, -0.110029, -0.240634, -0.198330, -0.107579, -0.195791
-0.051231, -0.109810, -0.238325, -0.194568, -0.105759, -0.188933
-0.052522, -0.109411, -0.236223, -0.202902, -0.108611, -0.190637
-0.054034, -0.107963, -0.235154, -0.189351, -0.103084, -0.181746
-0.052517, -0.110293, -0.232500, -0.193415, -0.106065, -0.186038
-0.051174, -0.111566, -0.226779, -0.196893, -0.109223, -0.184380
-0.050013, -0.110891, -0.223163, -0.190440, -0.106806, -0.177629
-0.049912, -0.110997, -0.219120, -0.191927, -0.109298, -0.177434
-0.049696, -0.110533, -0.218053, -0.196111, -0.112571, -0.189189
-0.049057, -0.111749, -0.216190, -0.194328, -0.112570, -0.181469
-0.047724, -0.111066, -0.217106, -0.188000, -0.108019, -0.174190
-0.045893, -0.111726, -0.218217, -0.189883, -0.104268, -0.166575
-0.046489, -0.113211, -0.215082, -0.187609, -0.106493, -0.168339
-0.045554, -0.111322, -0.219589, -0.183989, -0.105829, -0.180548
-0.045601, -0.113549, -0.213177, -0.193342, -0.111088, -0.179265
-0.044535, -0.114868, -0.214518, -0.188678, -0.113176, -0.184531
-0.043392, -0.114253, -0.214801, -0.186858, -0.111776, -0.180440
-0.043050, -0.111415, -0.215945, -0.195033, -0.112863, -0.186969
-0.045684, -0.111710, -0.214622, -0.209690, -0.119990, -0.205428
-0.046276, -0.111195, -0.213242, -0.210610, -0.117356, -0.201984
-0.047020, -0.111346, -0.212343, -0.214729, -0.119140, -0.201275
-0.047724, -0.111754, -0.212254, -0.216487, -0.123410, -0.212179
-0.048086, -0.112070, -0.212011, -0.224111, -0.127588, -0.222047
-0.048291, -0.112565, -0.211915, -0.226897, -0.127106, -0.217149
-0.048560, -0.112798, -0.211891, -0.221743, -0.127212, -0.216677
-0.048721, -0.112830, -0.213076, -0.231761, -0.132194, -0.231860
-0.048764, -0.112737, -0.214102, -0.231175, -0.131128, -0.233247
-0.048476, -0.112086, -0.216321, -0.230885, -0.130981, -0.236644
-0.048225, -0.112085, -0.217201, -0.225986, -0.129000, -0.233555
-0.048260, -0.111335, -0.218837, -0.230239, -0.129413, -0.240122
-0.048232, -0.110784, -0.220707, -0.233775, -0.129245, -0.244795
-0.048706, -0.110302, -0.221558, -0.230626, -0.128149, -0.246118
-0.048547, -0.110129, -0.222443, -0.229564, -0.127476, -0.246799
-0.049016, -0.109692, -0.222928, -0.228723, -0.124691, -0.242266
-0.049131, -0.109681, -0.223360, -0.234399, -0.126915, -0.245667
-0.049270, -0.109428, -0.224225, -0.229675, -0.123638, -0.242757
-0.049327, -0.109374, -0.224354, -0.234041, -0.126174, -0.245290
-0.049367, -0.109381, -0.224370, -0.233030, -0.125650, -0.245064
-0.050259, -0.110196, -0.224059, -0.240934, -0.132574, -0.256539
-0.050323, -0.110262, -0.224032, -0.240773, -0.129278, -0.250764
-0.050898, -0.110939, -0.223772, -0.234943, -0.130980, -0.250242
-0.051247, -0.111265, -0.223351, -0.236160, -0.132666, -0.254899
-0.051712, -0.111988, -0.222336, -0.240421, -0.134523, -0.247987
-0.052426, -0.113376, -0.220596, -0.238706, -0.136697, -0.248542
-0.053005, -0.115569, -0.218461, -0.239122, -0.140599, -0.246008
-0.053188, -0.116110, -0.217868, -0.242592, -0.142990, -0.243785
-0.053384, -0.116545, -0.217264, -0.242001, -0.143475, -0.241687
-0.054216, -0.118752, -0.214433, -0.246517, -0.148893, -0.238968
-0.054555, -0.119457, -0.213363, -0.242110, -0.151403, -0.230794
-0.055546, -0.120999, -0.210348, -0.241718, -0.150065, -0.237349
-0.055775, -0.121312, -0.209623, -0.234933, -0.148560, -0.224991
-0.055935, -0.121429, -0.209225, -0.242114, -0.147239, -0.225203
-0.056360, -0.121508, -0.208159, -0.222043, -0.139157, -0.199478
-0.057110, -0.121709, -0.206338, -0.225598, -0.138758, -0.199829
-0.058266, -0.122130, -0.202448, -0.224042, -0.137396, -0.192430
-0.058646, -0.122096, -0.201265, -0.202295, -0.130223, -0.173711
-0.058878, -0.122123, -0.200180, -0.202689, -0.130330, -0.174206
-0.059109, -0.122064, -0.199040, -0.205471, -0.132612, -0.175244
-0.059108, -0.121990, -0.198509, -0.209371, -0.130131, -0.176725
-0.058561, -0.121069, -0.196951, -0.209272, -0.128539, -0.175110
-0.060428, -0.121010, -0.197291, -0.207588, -0.127563, -0.182529
-0.062986, -0.122656, -0.200468, -0.214295, -0.127667, -0.186579
-0.064961, -0.124680, -0.202554, -0.215891, -0.130958, -0.188370
-0.066126, -0.125695, -0.205548, -0.214803, -0.129410, -0.187576
-0.066523, -0.124820, -0.208935, -0.209358, -0.125909, -0.185336
-0.066596, -0.124976, -0.209138, -0.212545, -0.126169, -0.184977
-0.068812, -0.125473, -0.210123, -0.212795, -0.123912, -0.177509
-0.068543, -0.125855, -0.210245, -0.214393, -0.127174, -0.182510
-0.067681, -0.125302, -0.210725, -0.212203, -0.124601, -0.178251
-0.068038, -0.126112, -0.211606, -0.213127, -0.127037, -0.181221
-0.068151, -0.125886, -0.213104, -0.212063, -0.124664, -0.179296
-0.068507, -0.126134, -0.214342, -0.208932, -0.124282, -0.180197
-0.069185, -0.127062, -0.216970, -0.209721, -0.125019, -0.181246
-0.069442, -0.126670, -0.216264, -0.204214, -0.122178, -0.171604
-0.069809, -0.127441, -0.218722, -0.210149, -0.123204, -0.177015
-0.073273, -0.131295, -0.221085, -0.215080, -0.127834, -0.182936
-0.075641, -0.134481, -0.222807, -0.234200, -0.139850, -0.195916
-0.077485, -0.135871, -0.223385, -0.222122, -0.138911, -0.192090
-0.076609, -0.139388, -0.226933, -0.226105, -0.145297, -0.205046
-0.075429, -0.140511, -0.229259, -0.212989, -0.144394, -0.198134
-0.076266, -0.142238, -0.231151, -0.224196, -0.150059, -0.205962
-0.076554, -0.141841, -0.231513, -0.209442, -0.144941, -0.195711
-0.077284, -0.141687, -0.233986, -0.220996, -0.147742, -0.204296
-0.077542, -0.138665, -0.235488, -0.237890, -0.145423, -0.214998
-0.077429, -0.138466, -0.235765, -0.223772, -0.141521, -0.210824
-0.077179, -0.138204, -0.236079, -0.233933, -0.143831, -0.217549
-0.076788, -0.137831, -0.236865, -0.223900, -0.140565, -0.211615
-0.075645, -0.135931, -0.237948, -0.235467, -0.142433, -0.219873
-0.075415, -0.135967, -0.238481, -0.235664, -0.142155, -0.225081
-0.073652, -0.134665, -0.242224, -0.236014, -0.141459, -0.226149
-0.073211, -0.135250, -0.243177, -0.239505, -0.143771, -0.229324
-0.071271, -0.137465, -0.247071, -0.239857, -0.146333, -0.233892
-0.071057, -0.137236, -0.249847, -0.239800, -0.144999, -0.237620
-0.070044, -0.136699, -0.252780, -0.239315, -0.145028, -0.242449
-0.062352, -0.141229, -0.258689, -0.238479, -0.154084, -0.258883
-0.056147, -0.142129, -0.264232, -0.229133, -0.151468, -0.257285
-0.053622, -0.142575, -0.268008, -0.227477, -0.152014, -0.262697
-0.047283, -0.144738, -0.270187, -0.222691, -0.156984, -0.269806
-0.045452, -0.145645, -0.272326, -0.221650, -0.159400, -0.275416
-0.042284, -0.147827, -0.275193, -0.218486, -0.160909, -0.276708
-0.033399, -0.154221, -0.278685, -0.212017, -0.168713, -0.282298
-0.032150, -0.154723, -0.279369, -0.204649, -0.166868, -0.280357
-0.030822, -0.155989, -0.280511, -0.202286, -0.167602, -0.278527
-0.028833, -0.159117, -0.280790, -0.204908, -0.172566, -0.278969
-0.027874, -0.160772, -0.282065, -0.208659, -0.175478, -0.286687
-0.027325, -0.161198, -0.282182, -0.203387, -0.173650, -0.279728
-0.027249, -0.160981, -0.281861, -0.195109, -0.165800, -0.266640
-0.027070, -0.160790, -0.282257, -0.189257, -0.164472, -0.262168
-0.026563, -0.160077, -0.281379, -0.191781, -0.162237, -0.258319
-0.022730, -0.163653, -0.276115, -0.182909, -0.161276, -0.243259
-0.020318, -0.165006, -0.271327, -0.187670, -0.164721, -0.243920
-0.019309, -0.164080, -0.267011, -0.176516, -0.159207, -0.233723
-0.018348, -0.165917, -0.264161, -0.178456, -0.168958, -0.243372
-0.017781, -0.165892, -0.262264, -0.182232, -0.165185, -0.234381
-0.018579, -0.168014, -0.260939, -0.181839, -0.168858, -0.236068
-0.019119, -0.168621, -0.260035, -0.181206, -0.165409, -0.227581
-0.020275, -0.169255, -0.258714, -0.186946, -0.171422, -0.235078
-0.019913, -0.169427, -0.258440, -0.182235, -0.166904, -0.227981
-0.020438, -0.170652, -0.256755, -0.186923, -0.174921, -0.237295
-0.021609, -0.170654, -0.255464, -0.186658, -0.171642, -0.228907
-0.022759, -0.171465, -0.254742, -0.187556, -0.174877, -0.233586
-0.023727, -0.171319, -0.254056, -0.188121, -0.174736, -0.232882
-0.023906, -0.171918, -0.254078, -0.185765, -0.174226, -0.231381
-0.024972, -0.171397, -0.254384, -0.185845, -0.173759, -0.233815
-0.024725, -0.171860, -0.254804, -0.187369, -0.174593, -0.234779
-0.024658, -0.171322, -0.254451, -0.189867, -0.171931, -0.230666
-0.024821, -0.170251, -0.253412, -0.186571, -0.170575, -0.228380
-0.023678, -0.169466, -0.253502, -0.184997, -0.171712, -0.233363
-0.024079, -0.169752, -0.253650, -0.189708, -0.175775, -0.238229
-0.023356, -0.168964, -0.254034, -0.182028, -0.167697, -0.225769
-0.024026, -0.168668, -0.254215, -0.182470, -0.164761, -0.223965
-0.024199, -0.169480, -0.253201, -0.183243, -0.167036, -0.226330
-0.024062, -0.169201, -0.254037, -0.181051, -0.163857, -0.224846
-0.024250, -0.171430, -0.255049, -0.186243, -0.171742, -0.234630
-0.024258, -0.173960, -0.256695, -0.188503, -0.177042, -0.239575
-0.025027, -0.174422, -0.259048, -0.192179, -0.177569, -0.243303
-0.028849, -0.175683, -0.261364, -0.189809, -0.174027, -0.238821
-0.028444, -0.176813, -0.264525, -0.198369, -0.181679, -0.253488
-0.029772, -0.175187, -0.264537, -0.183287, -0.174338, -0.240331
-0.029128, -0.172870, -0.268018, -0.190603, -0.173833, -0.250372
-0.030333, -0.172053, -0.269926, -0.201251, -0.178337, -0.260085
-0.030395, -0.171350, -0.268924, -0.196111, -0.171711, -0.244125
-0.030221, -0.170512, -0.270022, -0.190166, -0.169108, -0.242401
-0.028116, -0.169922, -0.269935, -0.189144, -0.172590, -0.249647
-0.027564, -0.170442, -0.270427, -0.188454, -0.174062, -0.250846
-0.027470, -0.171576, -0.269629, -0.194562, -0.179665, -0.257231
-0.027220, -0.171763, -0.270504, -0.201010, -0.181250, -0.266577
-0.029360, -0.171563, -0.270427, -0.203293, -0.181760, -0.266467
-0.030935, -0.170638, -0.271291, -0.205064, -0.182001, -0.272428
-0.031301, -0.170129, -0.271109, -0.204609, -0.181442, -0.272669
-0.032106, -0.169875, -0.270578, -0.200273, -0.175521, -0.256490
-0.032412, -0.170719, -0.271204, -0.205378, -0.178908, -0.264208
-0.032793, -0.170857, -0.271879, -0.200529, -0.177247, -0.260770
-0.033129, -0.171324, -0.272401, -0.206976, -0.181601, -0.270044
-0.033308, -0.171371, -0.272773, -0.201598, -0.176041, -0.258507
-0.033723, -0.171351, -0.272590, -0.201644, -0.176451, -0.256908
-0.034528, -0.171719, -0.272714, -0.201454, -0.177257, -0.259787
-0.035494, -0.171097, -0.273119, -0.204618, -0.177031, -0.261459
-0.038525, -0.169749, -0.271830, -0.207459, -0.178268, -0.263944
-0.040425, -0.170242, -0.271595, -0.214716, -0.178191, -0.262112
-0.041720, -0.170715, -0.270761, -0.211962, -0.177196, -0.258969
-0.044933, -0.170161, -0.269656, -0.216962, -0.180044, -0.262658
-0.046746, -0.169558, -0.268559, -0.220530, -0.181098, -0.264019
-0.048199, -0.169872, -0.267680, -0.224126, -0.181661, -0.264365
-0.051063, -0.169232, -0.266433, -0.222613, -0.179128, -0.258684
-0.054306, -0.168934, -0.266585, -0.224201, -0.178730, -0.259418
-0.055604, -0.169106, -0.265478, -0.228333, -0.177188, -0.253683
-0.058153, -0.169559, -0.266151, -0.234411, -0.180031, -0.260061
-0.059115, -0.169973, -0.264768, -0.230327, -0.177558, -0.250355
-0.060652, -0.170167, -0.264020, -0.230913, -0.178495, -0.252455
-0.061895, -0.170140, -0.263380, -0.231853, -0.178124, -0.250367
-0.062036, -0.170826, -0.262937, -0.234279, -0.179663, -0.251666
-0.062554, -0.171336, -0.262706, -0.235272, -0.180030, -0.250357
-0.063779, -0.172387, -0.261829, -0.232085, -0.180249, -0.246618
-0.064285, -0.171819, -0.261278, -0.231518, -0.177454, -0.242224
-0.064308, -0.172142, -0.261219, -0.231927, -0.179109, -0.243818
-0.064211, -0.172464, -0.260830, -0.231969, -0.180148, -0.243959
-0.064094, -0.172770, -0.261666, -0.229755, -0.177742, -0.241880
-0.064187, -0.172552, -0.261394, -0.232499, -0.177250, -0.240880
-0.064376, -0.172439, -0.261429, -0.232617, -0.180796, -0.247467
-0.064479, -0.172095, -0.261296, -0.233662, -0.181804, -0.250437
-0.064414, -0.171578, -0.261702, -0.233066, -0.178111, -0.245297
-0.064904, -0.170422, -0.261894, -0.238388, -0.179347, -0.249224
-0.064604, -0.169752, -0.261928, -0.235088, -0.178202, -0.251496
-0.065186, -0.169157, -0.262691, -0.239092, -0.178894, -0.252244
-0.064899, -0.169137, -0.263344, -0.239076, -0.176982, -0.251320
-0.064997, -0.168128, -0.262505, -0.237590, -0.177468, -0.251577
-0.065608, -0.166319, -0.261840, -0.236770, -0.173687, -0.249224
-0.063948, -0.161849, -0.260322, -0.241323, -0.170470, -0.246600
-0.060258, -0.163947, -0.256976, -0.228099, -0.166787, -0.232592
-0.056249, -0.161221, -0.254088, -0.217258, -0.158899, -0.221627
-0.053729, -0.158714, -0.251397, -0.216362, -0.155636, -0.217316
-0.051952, -0.158990, -0.248649, -0.212081, -0.158231, -0.217130
-0.052372, -0.158873, -0.247489, -0.214581, -0.160747, -0.219403
-0.051879, -0.158926, -0.247340, -0.207879, -0.157017, -0.209267
-0.051991, -0.160158, -0.246730, -0.208929, -0.160317, -0.213525
-0.052614, -0.160322, -0.245415, -0.218230, -0.161885, -0.214005
-0.053296, -0.159946, -0.245136, -0.215124, -0.159551, -0.212527
-0.053997, -0.159547, -0.244032, -0.217628, -0.159583, -0.212865
-0.055188, -0.158823, -0.242433, -0.217931, -0.156395, -0.206534
-0.057367, -0.158488, -0.240636, -0.214245, -0.157196, -0.205003
-0.059994, -0.158755, -0.239144, -0.213549, -0.157097, -0.203301
-0.066407, -0.160572, -0.241283, -0.214095, -0.155389, -0.203621
-0.073882, -0.165488, -0.245311, -0.218176, -0.158040, -0.205135
-0.078715, -0.168855, -0.247319, -0.235350, -0.171329, -0.223171
-0.076221, -0.166103, -0.247443, -0.248116, -0.179725, -0.239659
-0.072645, -0.161360, -0.246731, -0.230787, -0.164303, -0.218353
-0.070357, -0.158790, -0.244619, -0.221843, -0.155182, -0.201976
-0.068932, -0.156619, -0.240625, -0.214545, -0.147834, -0.185008
-0.067832, -0.155680, -0.237003, -0.212588, -0.147140, -0.183742
-0.067220, -0.155948, -0.232225, -0.208917, -0.144996, -0.174918
-0.067836, -0.155820, -0.227859, -0.208107, -0.144708, -0.170578
-0.068679, -0.154032, -0.224265, -0.209806, -0.143186, -0.169281
-0.068885, -0.153057, -0.222192, -0.214600, -0.143395, -0.170300
-0.068239, -0.150814, -0.217323, -0.212967, -0.142747, -0.169883
-0.065966, -0.150311, -0.212272, -0.215986, -0.146414, -0.174669
-0.064451, -0.148147, -0.208086, -0.212002, -0.145096, -0.173504
-0.062423, -0.146668, -0.205150, -0.212811, -0.144291, -0.171655
-0.061166, -0.145733, -0.203416, -0.207223, -0.141918, -0.167796
-0.059612, -0.145553, -0.203022, -0.209561, -0.143472, -0.170002
-0.058106, -0.144124, -0.203175, -0.210495, -0.141995, -0.170198
-0.057389, -0.143972, -0.203003, -0.208362, -0.142756, -0.171413
-0.057506, -0.143763, -0.203097, -0.206638, -0.140887, -0.168778
-0.057586, -0.142490, -0.204576, -0.207583, -0.139361, -0.166858
-0.056649, -0.142082, -0.202170, -0.200859, -0.136372, -0.158913
-0.054780, -0.140093, -0.201480, -0.197947, -0.134513, -0.153795
-0.057221, -0.147769, -0.201243, -0.203529, -0.143521, -0.162308
-0.057880, -0.146701, -0.203313, -0.203489, -0.141790, -0.161980
-0.060290, -0.148552, -0.200631, -0.203883, -0.144179, -0.158415
-0.062072, -0.148877, -0.197094, -0.206602, -0.145394, -0.155562
-0.062656, -0.150992, -0.197201, -0.208161, -0.147274, -0.156503
-0.064117, -0.149052, -0.197381, -0.210053, -0.145505, -0.152662
-0.068376, -0.146710, -0.197337, -0.222815, -0.142805, -0.153136
-0.073752, -0.145222, -0.198594, -0.233842, -0.145248, -0.157866
-0.078592, -0.144039, -0.202663, -0.241598, -0.147848, -0.159787
0.314202, -0.189016, -0.217321, -0.067433, -0.108177, -0.098323
0.308630, -0.184585, -0.221754, -0.063821, -0.092916, -0.100280
0.124892, 0.059421, -0.185513, -0.177934, -0.008524, -0.040466
0.122902, 0.060875, -0.184835, -0.116516, 0.027922, -0.042573
0.123996, 0.054630, -0.198079, -0.182287, 0.072464, -0.240068
0.321696, 0.128313, -0.468874, -0.120121, 0.090893, -0.120244
0.321267, 0.128337, -0.468497, -0.098698, 0.108871, -0.169454
0.321305, 0.128895, -0.468574, 0.077353, 0.158373, -0.505060
7.690347, 8.160620, -72.880447, -0.077081, -0.018174, -0.041571
